id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
19840217	1788,tt0087277,0.791148,8200000,80035402,Footloose,Kevin Bacon|John Lithgow|Dianne Wiest|Chris Penn|Lori Singer,,Herbert Ross,The music is on his side.,dancing|dancer|dance|music|dance teacher,"Classic tale of teen rebellion and repression features a delightful combination of dance choreography and realistic and touching performances. When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock.",107,Drama|Family|Music|Romance,Paramount Pictures|IndieProd Company Productions,2/17/84,282,6,1984,17212144.721392,167997673.421803
19840217	14347,tt0086973,0.375305,0,0,Blame It on Rio,Michael Caine|Michelle Johnson|Joseph Bologna|Demi Moore|Valerie Harper,,Stanley Donen,She's the hottest thing on the beach. She's also his best friend's daughter!,seduction|sexual awakening,"Matthew Hollis is man on holiday in Rio with his best friend. Both men have teenage daughters with them. When Matthew falls for his best friend's amorous daughter named Jennifer, they embark on a secret, if slightly one-sided relationship. Jennifer's father is furious when he finds out about the 'older man' in his daughter's life, and sets out to hunt him down with the aid of Matthew!",100,Comedy|Romance,Sherwood,2/17/84,19,6.1,1984,0,0
19831120	11050,tt0086425,0.807201,8000000,0,Terms of Endearment,Shirley MacLaine|Debra Winger|Jack Nicholson|Danny DeVito|Jeff Daniels,,James L. Brooks,,loss of husband|cancer|mother daughter relationship|single mother|neighbor neighbor relationship,"Aurora and Emma are mother and daughter who march to different drummers. Beginning with Emma's marriage, Aurora shows how difficult and loving she can be. The movie covers several years of their lives as each finds different reasons to go on living and find joy. Aurora's interludes with Garrett Breedlove, retired astronaut and next door neighbor are quite striking.",132,Drama|Comedy,Paramount Pictures,11/20/83,74,6.3,1983,17514495.9820651,0
19831118	27214,tt0085159,0.336525,0,6333135,Amityville 3-D,Tony Roberts|Tess Harper|Robert Joy|Candy Clark|Leora Dana,,Richard Fleischer,WARNING: in this movie you are the victim.,haunted house,"To debunk the Amityville house's infamous reputation and take advantage of a rock-bottom asking price, skeptical journalist John Baxter buys the place and settles in to write his first novel. But as soon as the ink on the deed has dried, people who have come into contact with John and the house begin to meet with shocking fates. Is it all just coincidence, or is the house really the gateway to hell?",105,Horror|Thriller,De Laurentiis Entertainment Group (DEG),11/18/83,15,3.9,1983,0,13865208.438922
19830728	11153,tt0085995,1.0684,15000000,61399552,National Lampoon's Vacation,Chevy Chase|Beverly D'Angelo|Imogene Coca|Randy Quaid|Anthony Michael Hall,,Harold Ramis,Every summer Chevy Chase takes his family on a little trip. This year he went too far.,usa|relatives|family vacation|family holiday|duringcreditsstinger,"The Griswold family are on a quest. A quest to a Walley World theme park for a family vacation, but things aren't going to go exactly as planned, especially when Clark Griswold is losing all thought towards a mysterious blonde in a red Ferrari.",98,Comedy|Adventure|Romance,Warner Bros.,7/28/83,201,6.9,1983,32839679.9663721,134422775.850575
19830722	21500,tt0085346,0.4302,0,0,Class,Jacqueline Bisset|Rob Lowe|Andrew McCarthy|Cliff Robertson|Stuart Margolin,,Lewis John Carlino,"The good news is, Jonathan's having his first affair. The bad news is, she's his roommate's mother!",older woman seduces younger guy|college student,"Naive Midwestern prep student Jonathan bonds with his more worldly roommate, Skip, who takes the small-town boy under his wing. At Skip's urging, the inexperienced Jonathan is emboldened to seek out older women in the cocktail lounges of nearby Chicago, where he meets and beds the alluring Ellen, who unfortunately turns out to be Skip's mother. The division between the friends is further deepened when a cheating scandal engulfs the school.",98,Comedy|Drama,Orion Pictures,7/22/83,17,6.4,1983,0,0
19830722	13105,tt0085970,0.146497,0,64783827,Mr. Mom,Michael Keaton|Teri Garr|Fred Koehler|Taliesin Jaffe|Courtney-Jane White,,Stan Dragoti,"When mom goes to work, dad goes berserk!",housewife|job,"Jack and Caroline are a couple making a decent living When Jack suddenly loses his job. They agree that he should stay at home and look after the house while Caroline works. It's just that he's never done it before, and really doesn't have a clue...",91,Comedy|Drama|Family,Twentieth Century Fox Film Corporation|Aaron Spelling Productions|Sherwood Productions,7/22/83,31,6.1,1983,0,141832009.711788
19830523	1892,tt0086190,4.828854,32350000,572700000,Return of the Jedi,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,Richard Marquand,The Empire Falls...,rebel|emperor|space battle|matter of life and death|siblings,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",135,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,5/23/83,3101,7.8,1983,70824243.1274759,1253818981.11608
19830520	26978,tt0086346,0.015727,15000000,16500000,Spacehunter: Adventures in the Forbidden Zone,Peter Strauss|Molly Ringwald|Michael Ironside|Ernie Hudson|Deborah Pratt,,Lamont Johnson,"Journey with Wolff and Niki, an interstellar adventurer and young rebel. On a mission to rescue three stranded women from a planet no one has warned them about. Because no one has ever returned.",alien planet|forbidden zone|waif,"Three women makes an emergency landing on a planet plagued with a fatal disease, but are captured by dictator Overdog. Adventurer Wolff goes there to rescue them and meets Niki, the only Earthling left from a medical expedition. Combining their talents, they try to rescue the women.",90,Adventure|Science Fiction,Columbia Pictures Corporation|Delphi Productions|Zone Productions,5/20/83,17,5.1,1983,32839679.9663721,36123647.9630093
19830501	101660,tt0085106,0.252755,0,0,V,Marc Singer|Faye Grant|Jane Badler|Michael Durrell|Blair Tefkin,,Kenneth Johnson,,resistance|spacecraft|coverup|extraterrestrial|mother ship,"Aliens pretending to be friendly come to Earth and are received openly. The aliens have masqueraded themselves to look just like humans. When it is discovered that the aliens' planet is dying and that they have come to rape the Earth of its natural resources, the war for Earth begins.",197,Drama|Science Fiction|Action|Adventure,Warner Bros. Television,5/1/83,19,6.5,1983,0,0
19830325	13633,tt0085210,0.17219,0,9190819,Bad Boys,Sean Penn|Reni Santoni|Jim Moody|Eric Gurry|Esai Morales,,Rick Rosenthal,There's Only One Person Left Who Believes Mick O'Brien Can Make It... Mick O'Brien.,prison|irish-american|juvenile prison,"Chicago crime kid Mick O'Brien has been sent to a juvenile prison for vehicular manslaughter. Most unfortunately, the person he kills is the kid brother of his nemesis Paco Moreno, who vows revenge by raping Mick's girlfriend. Paco is caught and sent to the same prison where he re-works his revenge plan, and Mick has no choice but to defend himself.",104,Crime|Drama|Thriller,EMI Films,3/25/83,28,6.2,1983,0,20121570.3059235
19820930	24740,tt0082334,0.37483,0,13277558,The Entity,Barbara Hershey|Ron Silver|David Labiosa|George Coe|Margaret Blye,,Sidney J. Furie,The ultimate story of supernatural terror!,suspense|psychological thriller,"Barbara Hershey stars as Carla Moran, a hard-working single mother until the night she is raped in her bedroom by someone - or something - that she cannot see. Despite skeptical psychiatrists, she is repeatedly attacked in her car, in the bath, and in front of her children. Could this be a case of hysteria, a manifestation of childhood sexual trauma, or something even more horrific?",125,Horror|Mystery|Thriller,American Cinema Productions,9/30/82,46,6.1,1982,0,30002533.0591332
19820924	16235,tt0083550,0.211821,0,12534817,Amityville II: The Possession,James Olson|Burt Young|Rutanya Alda|Jack Magner|Andrew Prine,,Damiano Damiani,Don't forget to check under the bed...,child abuse|sex|brother sister relationship|exorcism|poltergeist,"The Lutz family have managed to flee their home with their lives intact, but before them, another family lived in this house and were caught up in the original evil who weren't so lucky...",104,Horror,Dino De Laurentiis Company|Media Transactions,9/24/82,25,5.7,1982,0,28324204.0014199
19820823	47886,tt0082748,0.145471,0,1198346,Mil gritos tiene la noche,Christopher George|Lynda Day George|Frank BraÃ±a|Edmund Purdom|Ian Sera,,Juan Piquer SimÃ³n,It's exactly what you think it is!,male nudity|female nudity|detective|shower|nudity,A frustrated Boston detective searches for the maniac responsible for mutilating a number of university coeds.,85,Horror|Mystery,Almena Films|Film Ventures International (FVI)|Filmirage|Montoro Productions Ltd.|Fort Films,8/23/82,24,5.5,1982,0,2707833.43452765
19820817	27273,tt0083951,0.14752,0,0,The Flight of Dragons,James Earl Jones|Harry Morgan|John Ritter|James Gregory|Bob McFadden,,"Jules Bass|Arthur Rankin, Jr.","A wondrous tale of action and suspense, damsels and ogres, dungeons and dragons, questing knights and evil warlocks.",dragon,"The realm of magic is being threatened by the realm of logic, so Carolinus, the green wizard decides to shield it for all time. Ommedon, the evil red wizard, stands in his way. Carolinus then calls for a quest that is to be led by a man named Peter Dickinson, who is the first man of both the realms of science and magic. It is Peters job to defeat Ommedon.",96,Animation|Fantasy|Family,Rankin/Bass Productions,8/17/82,11,7,1982,0,0
19820723	16363,tt0083642,0.252334,0,0,The Best Little Whorehouse in Texas,Burt Reynolds|Charles Durning|Dolly Parton|Dom DeLuise|Theresa Merritt,,Colin Higgins,With Burt and Dolly this much fun just couldn't be legal!,brothel|corset|crusader|musical|governor,"The town sheriff and a madame team up to stop a television evangelist from shutting down the local whorehouse, the famed ""Chicken Ranch.""",114,Comedy,Universal Pictures,7/23/82,21,6.3,1982,0,0
19811030	21874,tt0082677,0.156406,0,0,Looker,Albert Finney|James Coburn|Susan Dey|Leigh Taylor-Young|Estelle Omens,,Michael Crichton,If Looks Could Kill...,model|plastic surgeon,"Plastic surgeon Larry Roberts performs a series of minor alterations on a group of models who are seeking perfection. The operations are a resounding success. But when someone starts killing his beautiful patients, Dr. Roberts becomes suspicious and starts investigating. What he uncovers are the mysterious - and perhaps murderous - activities of a high-tech computer company called Digital Matrix.",94,Science Fiction|Thriller,Warner Bros.|The Ladd Company,10/30/81,10,4.2,1981,0,0
19810529	24274,tt0082242,0.312053,3000000,216166,Dead & Buried,James Farentino|Melody Anderson|Jack Albertson|Nancy Locke|Robert Englund,,Gary Sherman,It will take your breath away. All of it.,sheriff|murder|corpse,"After a series of gory murders commited by mobs of townspeople against visiting tourists, the corpses appear to be coming back to life and living normally as locals in the small town.",94,Horror|Mystery,Barclays Mercantile Industrial Finance,5/29/81,18,5.9,1981,7194572.41457044,518407.313522678
19810213	29204,tt0082009,0.087937,0,6000000,American Pop,Ron Thompson|Lisa Jane Persky|Jeffrey Lippa|Frank De Kova|Roz Kelly,,Ralph Bakshi,"All those years, all those dreams, all those sons... one of them is going to be a star.",pop|jazz|tzar|music|mafia boss,American Pop is an American animated film that film tells the story of four generations of a Russian Jewish immigrant family of musicians whose careers parallel the history of American popular music.,96,Animation|Music,Columbia Pictures Corporation|Bakshi Productions|Aspen Productions,2/13/81,14,6.4,1981,0,14389144.8291408
19801226	27346,tt0081114,0.118342,350000,0,Maniac,Joe Spinell|Caroline Munro|Abigail Clayton|Kelly Piper|Rita Montone,,William Lustig,I warned you not to go out tonight.,shotgun|mannequin|sadism|gore|cult favorite,"A psychotic man, troubled by his childhood abuse, loose in NYC, kills young women and takes their scalps as trophies. Will he find the perfect woman in photographer Anna, and end his killing spree?",87,Horror,Magnum Motion Pictures Inc..,12/26/80,29,5.7,1980,926112.863522451,0
19801217	20681,tt0080641,0.359586,0,0,The Dogs of War,Christopher Walken|Tom Berenger|Winston Ntshona|JoBeth Williams|Alan Beckwith,,John Irvin,,africa|revolution|mercenary|battlefield|guerilla warfare,"Mercenary James Shannon, on a reconnaissance job to the African nation of Zangaro, is tortured and deported. He returns to lead a coup.",118,Adventure|Action|Thriller|Foreign,Juniper Films,12/17/80,16,5,1980,0,0
19800711	21873,tt0081207,0.210665,0,22482952,My Bodyguard,Chris Makepeace|Adam Baldwin|Matt Dillon|Martin Mull|Ruth Gordon,,Tony Bill,Terrorized in the Toilets? Chased after school? Shaken down for lunch money? GET A BODYGUARD,bully,"Clifford Peach (Chris Makepeace), an easygoing teenager, is finding less than easy to fit in at his new high school, where a tough-talking bully (Matt Dillon) terrorizes his classmates and extorts their lunch money. Refusing to pay up, Clifford enlist the aid of an overgrown misfit whose mere presence intimidates students and teachers alike. But their ""business relationship"" soon turns personal as Clifford and the troubled loner forge a winning alliance against their intimidators - and a very special friendship with each other. Ruth Gordon, Martin Mull, Joan Cusack and John Houseman round out ""a truly remarkable cast"" (Variety) in this delightful coming-of-age comedy and triumphant tribute to the underdog.",96,Drama|Family,20th Century Fox,7/11/80,14,5.9,1980,0,59490717.3061652
